User_ID,Signup_Date,Acquisition_Channel,Device,City,City_Tier,Age_Group,KYC_Status,First_Investment,Investment_Amount,Referral_Status,Session_Count,Last_Active_Date,Retention_Days,Revenue,Churn_Status
JAR106476,2025-07-01,Referral,Android,Chennai,Tier 1,35-44,Verified,Yes,1366.75,Was Referred,7,2025-08-04,34,9.28,Churned
JAR106477,2025-10-15,Referral,Android,Jaipur,Tier 2/3,25-34,Verified,Yes,952.67,Was Referred,26,2026-06-28,256,39.01,Active
JAR106478,2026-01-18,Organic,Android,Hyderabad,Tier 1,35-44,Verified,No,0.0,None,31,2026-04-22,94,9.12,Churned
JAR106479,2026-02-26,Organic,Android,Coimbatore,Tier 2/3,18-24,Rejected,No,0.0,None,10,2026-06-09,103,0.0,Active
JAR106480,2025-11-02,Organic,Android,Pune,Tier 1,35-44,Verified,Yes,5298.39,None,57,2026-01-03,62,102.82,Churned
JAR106481,2025-07-12,Referral,Android,Bengaluru,Tier 1,45+,In Progress,No,0.0,Was Referred,40,2026-04-18,280,5.66,Churned
JAR106482,2026-03-18,Influencer,iOS,Bengaluru,Tier 1,25-34,Verified,No,0.0,None,17,2026-06-19,93,0.0,Active
JAR106483,2026-06-12,Organic,iOS,Guwahati,Tier 2/3,25-34,Verified,No,0.0,None,2,2026-06-13,1,0.0,Churned
JAR106484,2025-11-06,Influencer,Android,Kolkata,Tier 2/3,18-24,Verified,Yes,16978.83,None,35,2026-06-13,219,1466.81,Active
JAR106485,2026-03-09,Referral,Android,Chennai,Tier 1,35-44,Verified,Yes,647.4,Was Referred,29,2026-06-21,104,26.2,Active
JAR106486,2025-09-26,App Store Search,iOS,Patna,Tier 2/3,25-34,Verified,No,0.0,None,35,2025-10-22,26,24.93,Churned
JAR106487,2026-04-17,Paid Social (Meta/Insta),Android,Lucknow,Tier 2/3,25-34,Verified,No,0.0,None,3,2026-06-14,58,0.0,Active
JAR106488,2025-12-24,Google Ads,Android,Mumbai,Tier 1,25-34,Verified,Yes,1435.33,Referred Others,39,2026-06-30,188,78.58,Active
JAR106489,2025-10-08,Google Ads,Android,Bengaluru,Tier 1,35-44,Not Started,No,0.0,None,25,2026-06-28,263,0.0,Active
JAR106490,2026-01-02,Google Ads,iOS,Guwahati,Tier 2/3,18-24,In Progress,No,0.0,None,26,2026-06-30,179,0.0,Active
JAR106491,2026-01-01,Paid Social (Meta/Insta),Android,Kolkata,Tier 2/3,18-24,In Progress,No,0.0,None,16,2026-06-18,168,0.0,Active
JAR106492,2026-02-27,Referral,Android,Chennai,Tier 1,18-24,Verified,Yes,1700.03,Was Referred,24,2026-06-27,120,71.94,Active
JAR106493,2026-03-25,Paid Social (Meta/Insta),Android,Nagpur,Tier 2/3,25-34,Rejected,No,0.0,None,7,2026-06-16,83,0.0,Active
JAR106494,2025-12-03,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,25-34,Verified,No,0.0,None,12,2026-06-29,208,0.0,Active
JAR106495,2026-01-22,Referral,Android,Lucknow,Tier 2/3,25-34,Verified,Yes,1364.75,Was Referred,41,2026-06-17,146,42.84,Active
JAR106496,2025-11-06,Referral,Android,Jaipur,Tier 2/3,18-24,Verified,Yes,2398.34,Was Referred,27,2026-06-01,207,195.36,Active
JAR106497,2025-09-07,Referral,Android,Jaipur,Tier 2/3,35-44,Rejected,No,0.0,Was Referred,29,2025-11-17,71,15.35,Churned
JAR106498,2026-05-24,Referral,Android,Jaipur,Tier 2/3,18-24,Verified,Yes,864.36,Was Referred,5,2026-06-22,29,8.54,Active
JAR106499,2025-07-03,Organic,Android,Bengaluru,Tier 1,45+,Verified,Yes,2212.12,None,30,2026-06-05,337,168.36,Active
JAR106500,2026-05-01,Paid Social (Meta/Insta),Android,Coimbatore,Tier 2/3,35-44,Rejected,No,0.0,None,2,2026-06-10,40,0.0,Active
JAR106501,2025-11-10,Referral,Android,Bhopal,Tier 2/3,18-24,Verified,Yes,822.78,Was Referred,31,2026-06-30,232,26.53,Active
JAR106502,2026-04-14,Paid Social (Meta/Insta),Android,Pune,Tier 1,18-24,In Progress,No,0.0,None,2,2026-06-23,70,0.0,Active
JAR106503,2025-11-16,Google Ads,Android,Ahmedabad,Tier 2/3,25-34,Rejected,No,0.0,None,26,2026-06-08,204,0.0,Active
JAR106504,2026-01-01,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,26,2026-06-11,161,0.0,Active
JAR106505,2026-01-15,App Store Search,Android,Indore,Tier 2/3,25-34,Verified,No,0.0,None,29,2026-01-31,16,8.54,Churned
JAR106506,2025-08-11,Organic,Android,Lucknow,Tier 2/3,18-24,Verified,No,0.0,None,21,2025-12-08,119,0.0,Churned
JAR106507,2025-12-14,Google Ads,Android,Surat,Tier 2/3,25-34,Rejected,No,0.0,None,17,2026-02-03,51,0.0,Churned
JAR106508,2025-07-04,Referral,Android,Lucknow,Tier 2/3,25-34,Verified,Yes,963.83,Was Referred,90,2026-06-16,347,102.14,Active
JAR106509,2026-04-12,App Store Search,Android,Delhi NCR,Tier 1,25-34,Verified,Yes,762.63,None,14,2026-06-07,56,10.03,Active
JAR106510,2025-07-03,Referral,Android,Mumbai,Tier 1,18-24,Rejected,No,0.0,Was Referred,59,2026-06-16,348,4.22,Active
JAR106511,2026-02-16,Influencer,Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,None,10,2026-06-26,130,0.0,Active
JAR106512,2025-12-11,Organic,Android,Ahmedabad,Tier 2/3,35-44,Verified,No,0.0,None,14,2026-05-20,160,0.0,Churned
JAR106513,2026-05-03,Influencer,Android,Pune,Tier 1,18-24,Verified,No,0.0,None,7,2026-06-28,56,0.0,Active
JAR106514,2026-04-21,Organic,Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,None,6,2026-06-23,63,0.0,Active
JAR106515,2026-06-12,Influencer,Android,Bengaluru,Tier 1,25-34,Not Started,No,0.0,None,2,2026-06-30,18,0.0,Active
JAR106516,2026-05-05,Influencer,Android,Mumbai,Tier 1,35-44,Rejected,No,0.0,None,4,2026-05-27,22,0.0,Churned
JAR106517,2025-12-21,App Store Search,Android,Bengaluru,Tier 1,18-24,Verified,Yes,1769.42,Referred Others,14,2026-01-15,25,6.23,Churned
JAR106518,2026-02-08,Influencer,iOS,Nagpur,Tier 2/3,25-34,Verified,No,0.0,Referred Others,26,2026-06-17,129,0.0,Active
JAR106519,2026-06-02,Paid Social (Meta/Insta),Android,Indore,Tier 2/3,25-34,Verified,Yes,4321.94,Referred Others,2,2026-06-03,1,21.7,Churned
JAR106520,2026-03-09,Organic,iOS,Mumbai,Tier 1,18-24,Verified,Yes,657.75,None,16,2026-06-08,91,9.5,Active
JAR106521,2025-11-08,Influencer,Android,Chennai,Tier 1,35-44,Rejected,No,0.0,None,7,2026-05-22,195,0.0,Churned
JAR106522,2025-12-24,Organic,Android,Jaipur,Tier 2/3,35-44,In Progress,No,0.0,Referred Others,17,2026-04-01,98,0.0,Churned
JAR106523,2025-09-12,Google Ads,iOS,Nagpur,Tier 2/3,18-24,In Progress,No,0.0,None,27,2026-04-13,213,0.0,Churned
JAR106524,2026-01-19,Referral,Android,Delhi NCR,Tier 1,18-24,Verified,Yes,996.65,Was Referred,29,2026-06-27,159,29.39,Active
JAR106525,2025-09-02,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,In Progress,No,0.0,None,22,2026-06-19,290,0.0,Active
JAR106526,2025-11-18,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,45+,Verified,No,0.0,None,29,2025-12-15,27,22.04,Churned
JAR106527,2025-10-22,Referral,Android,Coimbatore,Tier 2/3,25-34,Verified,No,0.0,Was Referred,37,2026-06-14,235,2.5,Active
JAR106528,2025-07-08,Influencer,Android,Delhi NCR,Tier 1,45+,Not Started,No,0.0,Referred Others,12,2026-05-06,302,0.0,Churned
JAR106529,2025-09-15,Referral,Android,Mumbai,Tier 1,25-34,Not Started,No,0.0,Was Referred,21,2025-11-02,48,0.0,Churned
JAR106530,2026-01-13,Organic,iOS,Delhi NCR,Tier 1,18-24,Verified,No,0.0,None,18,2026-01-29,16,0.0,Churned
JAR106531,2025-10-20,App Store Search,Android,Pune,Tier 1,18-24,Not Started,No,0.0,None,42,2026-04-22,184,17.63,Churned
JAR106532,2025-10-04,Referral,Android,Hyderabad,Tier 1,25-34,In Progress,No,0.0,Was Referred,48,2026-06-06,245,13.64,Active
JAR106533,2026-04-02,Influencer,iOS,Patna,Tier 2/3,18-24,Verified,Yes,693.8,None,4,2026-06-30,89,11.36,Active
JAR106534,2025-11-23,Paid Social (Meta/Insta),Android,Nagpur,Tier 2/3,18-24,Not Started,No,0.0,None,18,2026-06-19,208,0.0,Active
JAR106535,2025-11-27,Influencer,Android,Hyderabad,Tier 1,18-24,Verified,Yes,18180.39,Referred Others,11,2026-06-30,215,931.4,Active
JAR106536,2026-01-07,Organic,Android,Coimbatore,Tier 2/3,25-34,Not Started,No,0.0,None,33,2026-06-04,148,19.51,Active
JAR106537,2025-12-04,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,18-24,Rejected,No,0.0,None,26,2026-04-20,137,0.0,Churned
JAR106538,2026-03-21,Referral,iOS,Ahmedabad,Tier 2/3,45+,Verified,Yes,2730.32,Was Referred,4,2026-06-07,78,47.1,Active
JAR106539,2026-03-06,Paid Social (Meta/Insta),Android,Coimbatore,Tier 2/3,25-34,Verified,Yes,443.39,None,16,2026-06-08,94,11.78,Active
JAR106540,2025-11-27,App Store Search,Android,Pune,Tier 1,18-24,In Progress,No,0.0,None,29,2026-06-20,205,7.23,Active
JAR106541,2026-04-18,Organic,Android,Mumbai,Tier 1,25-34,In Progress,No,0.0,None,16,2026-06-04,47,0.0,Active
JAR106542,2025-11-04,Google Ads,Android,Delhi NCR,Tier 1,25-34,Verified,Yes,2449.33,None,60,2026-01-15,72,28.44,Churned
JAR106543,2025-09-13,Referral,Android,Chennai,Tier 1,25-34,Verified,Yes,8061.52,Was Referred,61,2026-06-30,290,838.91,Active
JAR106544,2026-06-14,Referral,Android,Coimbatore,Tier 2/3,18-24,Verified,Yes,502.27,Was Referred,2,2026-06-15,1,2.58,Churned
JAR106545,2025-12-02,Referral,Android,Surat,Tier 2/3,18-24,Verified,No,0.0,Was Referred,23,2026-03-28,116,0.0,Churned
JAR106546,2026-02-24,Referral,Android,Bengaluru,Tier 1,25-34,Verified,Yes,3081.26,Was Referred,29,2026-06-19,115,53.77,Active
JAR106547,2025-10-07,Referral,Android,Ahmedabad,Tier 2/3,18-24,Not Started,No,0.0,Was Referred,15,2026-01-23,108,0.0,Churned
JAR106548,2025-12-04,Referral,Android,Patna,Tier 2/3,18-24,Verified,Yes,946.53,Was Referred,9,2026-06-26,204,68.5,Active
JAR106549,2025-11-16,Influencer,Android,Ahmedabad,Tier 2/3,18-24,Verified,No,0.0,Referred Others,10,2026-06-15,211,0.0,Active
JAR106550,2026-06-27,Organic,Android,Bengaluru,Tier 1,25-34,Verified,Yes,870.28,None,1,2026-06-27,0,2.74,Active
JAR106551,2026-04-02,Referral,Android,Coimbatore,Tier 2/3,35-44,Verified,Yes,1426.96,Was Referred,10,2026-06-30,89,44.15,Active
JAR106552,2025-09-27,Referral,Android,Bhopal,Tier 2/3,18-24,In Progress,No,0.0,Was Referred,87,2026-06-30,276,10.98,Active
JAR106553,2025-10-25,Google Ads,Android,Hyderabad,Tier 1,18-24,In Progress,No,0.0,None,11,2026-06-01,219,0.0,Active
JAR106554,2026-02-09,Organic,Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,None,27,2026-03-05,24,0.0,Churned
JAR106555,2025-07-22,App Store Search,Android,Ahmedabad,Tier 2/3,25-34,Verified,Yes,2935.69,None,75,2026-05-02,284,151.15,Churned
JAR106556,2026-03-23,Organic,Android,Guwahati,Tier 2/3,35-44,Verified,Yes,611.13,Referred Others,20,2026-06-23,92,18.0,Active
JAR106557,2025-10-07,Referral,Android,Coimbatore,Tier 2/3,25-34,Verified,Yes,3526.28,Was Referred,21,2026-06-26,262,322.5,Active
JAR106558,2026-05-10,Organic,Android,Indore,Tier 2/3,18-24,Verified,No,0.0,None,7,2026-05-22,12,0.0,Churned
JAR106559,2025-12-13,Referral,Android,Mumbai,Tier 1,35-44,Verified,Yes,2829.3,Was Referred,38,2026-06-10,179,73.98,Active
JAR106560,2025-09-06,Google Ads,iOS,Patna,Tier 2/3,25-34,Not Started,No,0.0,None,13,2026-05-11,247,0.0,Churned
JAR106561,2025-07-09,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,25-34,Verified,Yes,2112.2,None,37,2026-06-26,352,209.64,Active
JAR106562,2025-11-05,Organic,Android,Bhopal,Tier 2/3,25-34,In Progress,No,0.0,Referred Others,39,2026-06-14,221,10.54,Active
JAR106563,2026-01-09,Organic,Android,Jaipur,Tier 2/3,18-24,Verified,No,0.0,None,39,2026-06-13,155,3.9,Active
JAR106564,2025-07-08,Referral,Android,Coimbatore,Tier 2/3,25-34,Verified,No,0.0,Was Referred,24,2026-06-22,349,0.0,Active
JAR106565,2025-09-23,App Store Search,iOS,Mumbai,Tier 1,18-24,Verified,Yes,3098.95,Referred Others,28,2025-10-01,8,9.6,Churned
JAR106566,2026-06-08,Google Ads,iOS,Lucknow,Tier 2/3,18-24,In Progress,No,0.0,None,4,2026-06-08,0,0.0,Active
JAR106567,2025-11-07,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,Referred Others,22,2025-12-16,39,0.0,Churned
JAR106568,2025-07-14,Paid Social (Meta/Insta),Android,Mumbai,Tier 1,25-34,In Progress,No,0.0,None,16,2026-06-17,338,0.0,Active
JAR106569,2026-01-15,Google Ads,Android,Ahmedabad,Tier 2/3,45+,Verified,No,0.0,None,6,2026-06-14,150,0.0,Active
JAR106570,2026-04-25,Paid Social (Meta/Insta),Android,Kolkata,Tier 2/3,25-34,Verified,No,0.0,None,4,2026-06-28,64,0.0,Active
JAR106571,2025-08-19,Google Ads,Android,Chennai,Tier 1,45+,Verified,No,0.0,None,57,2026-03-28,221,16.91,Churned
JAR106572,2025-12-26,Paid Social (Meta/Insta),iOS,Bengaluru,Tier 1,25-34,Verified,No,0.0,None,8,2026-04-02,97,0.0,Churned
JAR106573,2025-10-19,Organic,Android,Delhi NCR,Tier 1,35-44,Verified,No,0.0,None,36,2026-06-09,233,20.14,Active
JAR106574,2025-12-20,Influencer,iOS,Delhi NCR,Tier 1,18-24,Verified,No,0.0,None,8,2026-06-29,191,0.0,Active
JAR106575,2026-03-01,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,7,2026-06-11,102,0.0,Active
JAR106576,2026-02-23,Influencer,Android,Kolkata,Tier 2/3,25-34,Verified,Yes,1699.71,None,30,2026-06-19,116,75.96,Active
JAR106577,2025-10-17,Organic,Android,Pune,Tier 1,45+,Verified,Yes,5983.34,None,17,2026-06-19,245,494.55,Active
JAR106578,2026-04-26,Influencer,Android,Nagpur,Tier 2/3,25-34,Verified,Yes,407.06,Referred Others,7,2026-06-21,56,7.82,Active
JAR106579,2026-04-12,Referral,Android,Bengaluru,Tier 1,25-34,Verified,No,0.0,Was Referred,13,2026-05-11,29,0.0,Churned
JAR106580,2026-01-26,Referral,Android,Delhi NCR,Tier 1,25-34,Verified,No,0.0,Was Referred,37,2026-05-23,117,14.68,Churned
JAR106581,2025-09-19,Influencer,Android,Ahmedabad,Tier 2/3,35-44,Verified,No,0.0,None,29,2026-02-16,150,7.34,Churned
JAR106582,2025-07-20,Paid Social (Meta/Insta),iOS,Patna,Tier 2/3,25-34,Verified,No,0.0,None,11,2025-12-29,162,0.0,Churned
JAR106583,2026-01-03,Influencer,Android,Bengaluru,Tier 1,25-34,Verified,No,0.0,None,29,2026-05-06,123,4.14,Churned
JAR106584,2026-01-15,App Store Search,Android,Patna,Tier 2/3,18-24,In Progress,No,0.0,None,8,2026-06-17,153,0.0,Active
JAR106585,2025-12-02,Influencer,Android,Chennai,Tier 1,45+,Verified,Yes,768.89,None,10,2026-06-23,203,35.33,Active
JAR106586,2026-01-08,Influencer,Android,Indore,Tier 2/3,18-24,Verified,No,0.0,None,11,2026-06-12,155,0.0,Active
JAR106587,2026-01-17,Influencer,Android,Nagpur,Tier 2/3,25-34,Not Started,No,0.0,None,5,2026-02-26,40,0.0,Churned
JAR106588,2025-10-22,Referral,Android,Delhi NCR,Tier 1,18-24,Verified,Yes,979.62,Was Referred,34,2026-06-14,235,53.32,Active
JAR106589,2026-03-23,Google Ads,iOS,Kolkata,Tier 2/3,18-24,In Progress,No,0.0,None,9,2026-04-07,15,0.0,Churned
JAR106590,2025-07-09,Referral,Android,Patna,Tier 2/3,18-24,Not Started,No,0.0,Was Referred,44,2026-06-14,340,24.72,Active
JAR106591,2025-11-09,Influencer,iOS,Coimbatore,Tier 2/3,18-24,Rejected,No,0.0,None,19,2026-06-05,208,0.0,Active
JAR106592,2026-05-21,Referral,Android,Chennai,Tier 1,25-34,Not Started,No,0.0,Was Referred,4,2026-05-24,3,0.0,Churned
JAR106593,2026-02-24,Organic,Android,Nagpur,Tier 2/3,45+,Verified,Yes,1235.15,Referred Others,19,2026-04-07,42,19.51,Churned
JAR106594,2025-10-25,Organic,Android,Lucknow,Tier 2/3,35-44,Verified,Yes,496.33,None,53,2026-06-12,230,19.29,Active
JAR106595,2026-01-13,Influencer,Android,Chennai,Tier 1,18-24,Verified,No,0.0,None,23,2026-06-16,154,0.0,Active
JAR106596,2025-12-07,Referral,iOS,Bengaluru,Tier 1,18-24,Verified,No,0.0,Was Referred,33,2026-06-14,189,19.94,Active
JAR106597,2025-11-05,Referral,Android,Chennai,Tier 1,25-34,Verified,No,0.0,Was Referred,27,2026-01-19,75,0.0,Churned
JAR106598,2026-01-12,Paid Social (Meta/Insta),Android,Pune,Tier 1,18-24,In Progress,No,0.0,None,12,2026-06-30,169,0.0,Active
JAR106599,2026-05-13,Organic,Android,Delhi NCR,Tier 1,35-44,In Progress,No,0.0,None,8,2026-06-07,25,0.0,Active
JAR106600,2026-02-08,Referral,Android,Nagpur,Tier 2/3,35-44,Verified,No,0.0,Was Referred,32,2026-06-27,139,9.51,Active
JAR106601,2026-01-27,Referral,Android,Bhopal,Tier 2/3,35-44,Verified,Yes,1280.67,Was Referred,21,2026-06-23,147,67.23,Active
JAR106602,2026-05-11,Influencer,Android,Hyderabad,Tier 1,25-34,Verified,Yes,2023.01,None,4,2026-06-11,31,22.93,Active
JAR106603,2025-08-18,Paid Social (Meta/Insta),Android,Pune,Tier 1,45+,Not Started,No,0.0,None,19,2026-06-05,291,0.0,Active
JAR106604,2026-05-12,Google Ads,Android,Surat,Tier 2/3,25-34,Verified,No,0.0,None,2,2026-05-24,12,0.0,Churned
JAR106605,2026-02-21,Referral,Android,Coimbatore,Tier 2/3,45+,Verified,No,0.0,Was Referred,20,2026-06-30,129,0.0,Active
JAR106606,2025-07-06,Referral,Android,Bengaluru,Tier 1,35-44,Verified,Yes,1333.2,Was Referred,89,2026-06-19,348,165.89,Active
JAR106607,2026-04-18,Organic,Android,Chennai,Tier 1,18-24,Not Started,No,0.0,None,9,2026-06-15,58,0.0,Active
JAR106608,2025-07-16,App Store Search,Android,Bhopal,Tier 2/3,35-44,In Progress,No,0.0,None,39,2026-06-29,348,21.75,Active
JAR106609,2026-04-21,Paid Social (Meta/Insta),Android,Jaipur,Tier 2/3,18-24,Verified,No,0.0,None,4,2026-06-10,50,0.0,Active
JAR106610,2025-11-19,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,35-44,Not Started,No,0.0,Referred Others,22,2026-06-27,220,0.0,Active
JAR106611,2026-06-23,App Store Search,Android,Lucknow,Tier 2/3,18-24,Verified,No,0.0,None,1,2026-06-24,1,0.0,Churned
JAR106612,2025-12-06,Referral,Android,Jaipur,Tier 2/3,18-24,Verified,No,0.0,Was Referred,25,2026-04-25,140,0.0,Churned
JAR106613,2026-04-16,Referral,iOS,Nagpur,Tier 2/3,35-44,Verified,Yes,668.17,Was Referred,12,2026-06-29,74,8.27,Active
JAR106614,2026-03-20,Influencer,iOS,Bhopal,Tier 2/3,45+,Verified,Yes,1069.06,Referred Others,20,2026-05-12,53,11.58,Churned
JAR106615,2025-10-26,Google Ads,Android,Pune,Tier 1,18-24,Not Started,No,0.0,Referred Others,29,2026-06-04,221,12.65,Active
JAR106616,2025-11-21,Influencer,Android,Bengaluru,Tier 1,25-34,Verified,Yes,990.61,Referred Others,36,2026-06-08,199,77.17,Active
JAR106617,2026-05-22,Google Ads,Android,Hyderabad,Tier 1,25-34,Verified,Yes,1842.44,Referred Others,6,2026-06-02,11,3.99,Active
JAR106618,2025-10-23,Paid Social (Meta/Insta),Android,Mumbai,Tier 1,45+,Verified,No,0.0,None,19,2026-06-29,249,0.0,Active
JAR106619,2025-12-20,Google Ads,Android,Mumbai,Tier 1,25-34,Verified,Yes,2782.91,None,28,2026-06-28,190,122.69,Active
JAR106620,2025-12-23,Paid Social (Meta/Insta),Android,Patna,Tier 2/3,45+,In Progress,No,0.0,None,7,2026-02-20,59,0.0,Churned
JAR106621,2026-01-07,Referral,Android,Lucknow,Tier 2/3,45+,In Progress,No,0.0,Was Referred,27,2026-06-06,150,0.0,Active
JAR106622,2025-08-23,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,45+,Not Started,No,0.0,None,20,2026-04-18,238,0.0,Churned
JAR106623,2025-08-02,Influencer,iOS,Bhopal,Tier 2/3,35-44,Verified,No,0.0,None,17,2026-06-03,305,0.0,Active
JAR106624,2025-07-18,Influencer,Android,Bhopal,Tier 2/3,18-24,Not Started,No,0.0,None,46,2026-06-05,322,23.5,Active
JAR106625,2025-08-03,Referral,iOS,Nagpur,Tier 2/3,25-34,Verified,No,0.0,Was Referred,42,2025-08-22,19,23.13,Churned
JAR106626,2025-09-06,Organic,iOS,Coimbatore,Tier 2/3,35-44,Verified,Yes,371.16,None,33,2026-06-13,280,35.01,Active
JAR106627,2026-01-09,Referral,Android,Bengaluru,Tier 1,45+,In Progress,No,0.0,Was Referred,19,2026-01-11,2,0.0,Churned
JAR106628,2026-02-09,App Store Search,Android,Kolkata,Tier 2/3,35-44,Verified,Yes,1639.45,None,19,2026-06-21,132,77.24,Active
JAR106629,2026-01-13,Organic,Android,Bengaluru,Tier 1,25-34,Verified,No,0.0,Referred Others,12,2026-03-16,62,0.0,Churned
JAR106630,2026-06-16,Paid Social (Meta/Insta),iOS,Lucknow,Tier 2/3,18-24,Verified,Yes,557.9,None,1,2026-06-16,0,2.5,Active
JAR106631,2025-10-26,Influencer,Android,Mumbai,Tier 1,25-34,Not Started,No,0.0,None,24,2026-04-17,173,0.0,Churned
JAR106632,2026-04-06,Google Ads,Android,Bhopal,Tier 2/3,25-34,Verified,Yes,1626.51,Referred Others,8,2026-06-18,73,34.25,Active
JAR106633,2025-09-04,Google Ads,iOS,Bhopal,Tier 2/3,18-24,Verified,Yes,11324.09,None,61,2026-03-29,206,589.74,Churned
JAR106634,2026-05-14,App Store Search,iOS,Kolkata,Tier 2/3,25-34,Verified,No,0.0,None,10,2026-06-20,37,0.0,Active
JAR106635,2025-12-14,Influencer,Android,Surat,Tier 2/3,18-24,Not Started,No,0.0,None,15,2026-06-04,172,0.0,Active
JAR106636,2026-04-06,Google Ads,Android,Coimbatore,Tier 2/3,35-44,Not Started,No,0.0,None,4,2026-04-22,16,0.0,Churned
JAR106637,2026-04-01,Referral,Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,Was Referred,13,2026-06-24,84,0.0,Active
JAR106638,2025-11-08,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,25-34,Verified,Yes,751.39,None,29,2026-06-30,234,50.2,Active
JAR106639,2025-12-17,Google Ads,Android,Mumbai,Tier 1,25-34,Verified,Yes,869.26,None,31,2026-03-29,102,23.22,Churned
JAR106640,2026-02-05,Referral,Android,Guwahati,Tier 2/3,45+,Not Started,No,0.0,Was Referred,4,2026-06-29,144,0.0,Active
JAR106641,2025-11-17,Google Ads,Android,Bhopal,Tier 2/3,45+,Not Started,No,0.0,None,21,2026-06-28,223,0.0,Active
JAR106642,2025-11-03,Referral,Android,Chennai,Tier 1,25-34,Rejected,No,0.0,Was Referred,32,2026-06-27,236,18.04,Active
JAR106643,2026-04-07,Referral,Android,Ahmedabad,Tier 2/3,25-34,Not Started,No,0.0,Was Referred,6,2026-06-04,58,0.0,Active
JAR106644,2025-12-04,Referral,Android,Pune,Tier 1,18-24,Verified,No,0.0,Was Referred,38,2026-05-20,167,7.08,Churned
JAR106645,2026-01-03,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,18-24,Verified,No,0.0,None,25,2026-06-19,167,0.0,Active
JAR106646,2026-01-09,Organic,Android,Delhi NCR,Tier 1,18-24,Verified,Yes,1889.79,Referred Others,19,2026-06-15,157,110.7,Active
JAR106647,2026-04-27,Organic,Android,Bengaluru,Tier 1,35-44,In Progress,No,0.0,None,8,2026-06-22,56,0.0,Active
JAR106648,2025-11-20,Google Ads,Android,Hyderabad,Tier 1,25-34,In Progress,No,0.0,None,20,2026-06-05,197,0.0,Active
JAR106649,2026-02-26,App Store Search,iOS,Delhi NCR,Tier 1,35-44,Not Started,No,0.0,None,18,2026-03-20,22,0.0,Churned
JAR106650,2025-12-13,Organic,Android,Surat,Tier 2/3,35-44,Verified,No,0.0,Referred Others,23,2026-06-20,189,0.0,Active
JAR106651,2025-10-09,Paid Social (Meta/Insta),Android,Chennai,Tier 1,18-24,Verified,No,0.0,None,15,2026-06-15,249,0.0,Active
JAR106652,2026-02-13,Paid Social (Meta/Insta),Android,Indore,Tier 2/3,18-24,Not Started,No,0.0,None,7,2026-05-10,86,0.0,Churned
JAR106653,2025-11-02,Referral,Android,Kolkata,Tier 2/3,25-34,Verified,Yes,3567.94,Was Referred,33,2026-06-23,233,153.27,Active
JAR106654,2025-11-14,Paid Social (Meta/Insta),Android,Jaipur,Tier 2/3,35-44,Verified,No,0.0,None,10,2026-06-24,222,0.0,Active
JAR106655,2025-07-14,Paid Social (Meta/Insta),Android,Patna,Tier 2/3,35-44,Not Started,No,0.0,None,81,2026-06-30,351,24.74,Active
JAR106656,2026-05-15,Paid Social (Meta/Insta),Android,Coimbatore,Tier 2/3,25-34,In Progress,No,0.0,None,3,2026-05-18,3,0.0,Churned
JAR106657,2026-03-27,Google Ads,Android,Bengaluru,Tier 1,45+,Verified,No,0.0,None,6,2026-05-12,46,0.0,Churned
JAR106658,2026-06-05,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,18-24,Not Started,No,0.0,None,2,2026-06-06,1,0.0,Churned
JAR106659,2025-11-20,Referral,Android,Pune,Tier 1,18-24,Verified,No,0.0,Was Referred,30,2026-06-14,206,16.73,Active
JAR106660,2025-11-04,Paid Social (Meta/Insta),Android,Kolkata,Tier 2/3,18-24,Verified,No,0.0,None,9,2026-03-23,139,0.0,Churned
JAR106661,2026-05-18,Influencer,iOS,Patna,Tier 2/3,18-24,In Progress,No,0.0,None,4,2026-05-23,5,0.0,Churned
JAR106662,2025-09-04,Influencer,Android,Bengaluru,Tier 1,18-24,Rejected,No,0.0,None,40,2026-06-21,290,20.35,Active
JAR106663,2025-07-26,Influencer,iOS,Bengaluru,Tier 1,18-24,Verified,No,0.0,None,53,2026-05-07,285,14.12,Churned
JAR106664,2026-01-16,Influencer,iOS,Bengaluru,Tier 1,18-24,Verified,Yes,2854.95,None,22,2026-06-25,160,124.36,Active
JAR106665,2025-07-07,Referral,Android,Patna,Tier 2/3,18-24,Verified,Yes,5447.68,Was Referred,73,2026-06-15,343,442.9,Active
